Level	Item	Description	Revision	Type	Status	Engineering Item	Item Seq	Op Seq	Alternate	Engineering Bill	Comments	UOM	Basis	Quantity	Planning %	Yield	Extended Quantity	Effectivity Control	From	To	From Date	To Date	Implemented	ECO	Supply Type	Subinventory	Locator	Costed	Unit Cost	Extended Quantity	Extended Cost	Operation Seq	Manufacturing	Offset	Cumulative Manufacuturing	Cumulative Total	Optional	Mutually Exclusive	ATP	Min Qty	Max Qty	Sales Order Basis	Shippable	Include on Ship Docs	Required To Ship	Required For Revenue	
1	3750_ATO	Diebold 3750 ATO Model	000	ATO model	ATT-FIN		10	1				EA	Item	1	100	1	1	Date			12-JAN-2016 11:49:23		*		Phantom					1		1					*					None	*				
3	FB008701000A	COLOR SCHEME 8701,MICA GUN METAL,MICA BLACK,MICA SILVER	000	Purchased item	ATT-FIN		10	1				EA	Item	1	0	1	1	Date			27-MAY-2014 00:00:00		*							1		1	26		0	31	*					None	*				
3	FB008716000A	COLOR SCHEME 8716, DIEBOLD 7790	000	Subassembly	Attribute		20	1				EA	Item	1	0	1	1	Date			21-JUN-2016 15:00:24		*							1		1			0	0	*					None	*				
3	FB008717000A	COLOR SCHEME 8717, DIEBOLD 5500	000	Subassembly	Attribute		30	1				EA	Item	1	0	1	1	Date			11-JUL-2016 17:25:31		*							1		1			0	0	*					None	*				
3	FB008717000B	COLOR SCHEME 8717, DIEBOLD 7700	000	Subassembly	Attribute		40	1				EA	Item	1	0	1	1	Date			12-JUL-2016 08:33:35		*							1		1			0	0	*					None	*				
3	FB008719000A	COLOR SCHEME 8719, DIEBOLD 3700	000	Subassembly	Attribute		50	1				EA	Item	1	0	1	1	Date			23-AUG-2016 15:49:49		*							1		1			0	0	*					None	*				
3	FBRSTS00000A	Direct Ship from Manufacturing	000	Subassembly	Attribute		20	1				EA	Item	1	0	1	1	Date			18-MAY-2016 09:58:29		*							1		1			0	0	*					None	*				
3	FBRCTS00000A	Custom Terminal Staging	000	Subassembly	Attribute		30	1				EA	Item	1	0	1	1	Date			18-MAY-2016 09:58:32		*							1		1			0	0	*					None	*				
3	FBB3700UTF0A	Basic Upper Structure 3750 TTW, Flagship	000	Subassembly	Attribute		10	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
3	FBB3703UTC0A	Basic Upper Structure 3750 TTW, Custom	000	Subassembly	Attribute		20	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
3	FBB3700FTF0A	Basic Fascia Structure, 3750 TTW, Flagship	000	Subassembly	Attribute		10	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
3	FBB3703FTC0A	Basic Fascia Structure, 3750 TTW, Custom	000	Subassembly	Attribute		20	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
3	FBB3756FFF0A	Basic Fascia Structure with 19in, 3750 TTW,Flagship	000	Subassembly	Attribute		30	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
3	FBB3756FFC0A	Basic Fascia Structure with 19in, 3750 TTW,Custom	000	Subassembly	Attribute		40	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
3	FBB3750W0C0A	Wall Adapter,3750 TTW, Custom	000	Subassembly	Attribute		10	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
3	FBB3750W0F0A	Wall Adapter,3750 TTW, Flagship	000	Subassembly	Attribute		20	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781792B	EPP CH2 (BSC,HEATER),LGE,ST STL,CHIN,NUM,00,.,X,I,O (CNFM)	000	Subassembly	Attribute		1590	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781791B	EPP CH2 (BSC,HEATER),LGE,ST STL,CHIN,NUM,.,00,X,I,O (CNFM)	000	Subassembly	Attribute		1600	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781701B	EPP CH2 (BSC,HEATER),LGE,ST STL,CHIN,NUM,00 ,.,X,I,O (ENT),	000	Subassembly	Attribute		1610	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781792C	EPP CH2 (PCI),LGE,ST STL,CHIN,NUM,00,.,X,I,O (CNFM)	000	Subassembly	Attribute		1620	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781791C	EPP CH2 (PCI),LGE,ST STL,CHIN,NUM,.,00,X,I,O (CNFM)	000	Subassembly	Attribute		1630	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781701C	EPP CH2 (PCI),LGE,ST STL,CHIN,NUM,00 ,.,X,I,O (ENT),	000	Subassembly	Attribute		1640	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781792D	EPP CH2(PCI,HEATER),LGE,ST STL,CHIN,NUM,00,.,X,I,O (CNFM)	000	Subassembly	Attribute		1650	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781791D	EPP CH2 (PCI,HEATER),LGE,ST STL,CHIN,NUM,.,00,X,I,O (CNFM)	000	Subassembly	Attribute		1660	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781701D	EPP CH2 (PCI,HEATER),LGE,ST STL,CHIN,NUM,00,.,X,I,O (ENT),	000	Subassembly	Attribute		1670	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781792E	EPP CH2 (BSC),LGE,ST STL,CHIN,NUM,00,.,X,I,O (CNFM)	000	Subassembly	Attribute		1680	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781791E	EPP CH2 (BSC),LGE,ST STL,CHIN,NUM,.,00,X,I,O (CNFM)	000	Subassembly	Attribute		1690	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781701E	EPP CH2 (BSC),LGE,ST STL,CHIN,NUM,00 ,.,X,I,O (ENT),	000	Subassembly	Attribute		1700	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
4	FB000781792G	EPP CH (BSC,HTR,CNE),LGE,ST STL,CHIN,NUM,00,.,X,I,O (CNFM)	000	Subassembly	Attribute		1720	1				EA	Item	1	0	1	1	Date			30-JUN-2016 09:54:36		*							1		1			0	0	*					None	*				
4	FBFCRMTMD00S	TMD MOD2 MCRW INSTL KIT,ANTI-SKIM	000	Subassembly	Attribute		10	1				EA	Item	1	0	1	1	Date			28-JUL-2016 09:21:19		*							1		1			0	0	*					None	*				
4	FBFCRDTMD00S	TMD MOD3 DIP INSTL KIT,ANTI-SKIM	000	Subassembly	Attribute		20	1				EA	Item	1	0	1	1	Date			28-JUL-2016 09:21:19		*							1		1			0	0	*					None	*				
4	FBFCCRS2375A	Install Kit, CCR2, 3750 TTW	000	Subassembly	Attribute		40	1				EA	Item	1	0	1	1	Date			12-JAN-2016 11:20:29		*							1		1			0	0	*					None	*				
