Level	Item	Description	Revision	Type	Status	Engineering Item	Item Seq	Op Seq	Alternate	Engineering Bill	Comments	UOM	Basis	Quantity	Planning %	Yield	Extended Quantity	Effectivity Control	From	To	From Date	To Date	Implemented	ECO	Supply Type	Subinventory	Locator	Costed	Unit Cost	Extended Quantity	Extended Cost	Operation Seq	Manufacturing	Offset	Cumulative Manufacuturing	Cumulative Total	Optional	Mutually Exclusive	ATP	Min Qty	Max Qty	Sales Order Basis	Shippable	Include on Ship Docs	Required To Ship	Required For Revenue	
3	FB008701000A	COLOR SCHEME 8701,MICA GUN METAL,MICA BLACK,MICA SILVER	000	Purchased item	ATT-FIN		10	1				EA	Item	1	0	1	1	Date			27-MAY-2014 00:00:00		*							1		1	26		0	31	*					None	*				
3	FB008716000A	COLOR SCHEME 8716, DIEBOLD 7790	000	Subassembly	Attribute		20	1				EA	Item	1	0	1	1	Date			21-JUN-2016 15:00:24		*							1		1			0	0	*					None	*				
3	FB008717000A	COLOR SCHEME 8717, DIEBOLD 5500	000	Subassembly	Attribute		30	1				EA	Item	1	0	1	1	Date			11-JUL-2016 17:25:31		*							1		1			0	0	*					None	*				
3	FB008717000B	COLOR SCHEME 8717, DIEBOLD 7700	000	Subassembly	Attribute		40	1				EA	Item	1	0	1	1	Date			12-JUL-2016 08:33:35		*							1		1			0	0	*					None	*				
3	FB008719000A	COLOR SCHEME 8719, DIEBOLD 3700	000	Subassembly	Attribute		50	1				EA	Item	1	0	1	1	Date			23-AUG-2016 15:49:49		*							1		1			0	0	*					None	*				
3	FBB7790T000A	Final System Test 7790 Terminal	000	Subassembly	Attribute		10	1				EA	Item	1	0	1	1	Date			03-JUN-2015 11:08:00		*							1		1			0	0	*					None	*				
3	FBP7790D010A	PACKAGING FOR 7790	000	Subassembly	Attribute		10	1				EA	Item	1	0	1	1	Date			03-JUN-2015 13:20:10		*							1		1			0	0	*					None	*				
3	FBB7790U000A	Basic Upper Structure,7790 Terminal	000	Subassembly	Attribute		10	1				EA	Item	1	0	1	1	Date			03-JUN-2015 11:08:00		*							1		1			0	0	*					None	*				
3	FBB7790L000A	Basic Lower Structure,7790 Terminal	000	Subassembly	Attribute		10	1				EA	Item	1	0	1	1	Date			03-JUN-2015 11:08:00		*							1		1			0	0	*					None	*				
3	FBB7790L000B	Basic Lower Structure,7790 Terminal	000	Subassembly	Attribute		20	1				EA	Item	1	0	1	1	Date			20-MAY-2016 09:47:39		*							1		1			0	0	*					None	*				
3	FBB7790F0F0A	BASIC FASCIA STRUCTURE 7790 TERMINAL	000	Subassembly	Attribute		10	1				EA	Item	1	0	1	1	Date			03-JUN-2015 11:08:00		*							1		1			0	0	*					None	*				
3	FBB7790F0C1A	BASIC FASCIA STRUCTURE 7790 TERMINAL	000	Subassembly	Attribute		20	1				EA	Item	1	0	1	1	Date			21-JUN-2016 15:07:35		*							1		1			0	0	*					None	*				
3	FBMFLK00000K	Braille fascia label kit for Diebold high performance series terminals, module identification, black	000	Purchased item	ATT-MAT		10	1				EA	Item	1	0	1	1	Date			03-JUN-2015 11:08:00		*							1		1	1		0	3	*					None	*				
3	FBMFLK00000L	Braille fascia label kit for Diebold high performance series terminals, module identification,	000	Purchased item	ATT-MAT		20	1				EA	Item	1	0	1	1	Date			03-JUN-2015 11:08:00		*							1		1	1		0	3	*					None	*				
3	FBMFLK00000M	Braille fascia label kit for Diebold high performance series terminals, headphone jack and function key, black	000	Purchased item	ATT-MAT		30	1				EA	Item	1	0	1	1	Date			03-JUN-2015 11:08:00		*							1		1	1		0	3	*					None	*				
3	FBMFLK00000N	Braille fascia label kit for Diebold high performance series terminals, headphone jack and func	000	Purchased item	ATT-MAT		40	1				EA	Item	1	0	1	1	Date			03-JUN-2015 11:08:00		*							1		1	1		0	3	*					None	*				
6	FBSXFS410N0A	Diebold XFS, v6.0.2 Preload Package	000	Subassembly	Attribute		10	1				EA	Item	1	0	1	1	Date			06-JAN-2015 13:04:05		*							1		1			0	0	*					None	*				
6	FBSXFS410N0C	Diebold XFS v6.0.3, Preload Package	000	Subassembly	Attribute		20	1				EA	Item	1	0	1	1	Date			07-JUL-2015 10:26:25		*							1		1			0	0	*					None	*				
